ID,  Title,  Webindex,  Company,  Description,  Label
00021,  contract manager manufacturing,  72379491,  Unknown,  duration perm skill contract manager description job title contract manager manufacturing location norwich salary competitive contract manager main purpose act main focus internal driver contract allocated contract manager sole internal customer point contract driving contract budgeted cost time scale undertaking communication contract resolving contractual issue arise maximise contract profitability ensure timely cash collection duty responsibility act main focus communication customer representative maintaining professional discipline dealing monitor liaise manage aspect contract directly reference line manager department receive sale staff complete tender file relevant document undertake review contract requirement independently initial contract handover ensure order entry form business system entry correct highlight correct error generate contract programme based manufacturing engineering information monitor progress programme reporting required contract agreement customer set recommend action needed budget situation time scale financial attend internal meeting relevant contract allocated receive customer purpose review meeting progress meeting testing relevant visit attend customer premise short notice meeting home abroad resolve contractual dispute arise client main customer contract responsible manager maintain contract status report highlight deviation estimated labour material budget immediately line manager report product service price performance application support factor action minimise sale comply personally company health safety regulation offsite assist reasonable duty requested time time benefit package,  Engineering
00022,  junior intermediate senior electrical design engineers,  69689923,  Blueprint Recruitment,  junior intermediate senior electrical design engineer location winchester salary benefit depending level experience ref company information rapidly expanding company strong building service background sound technical knowledge excellent time management skill ability meet tight deadline drive determination excellent communication skill keen progress company ideally degree qualified equivalent relevant subject experience working education project role information handson design working number education based project recruiter information recruitment solution independent recruitment company specialising placing skilled professional construction technical engineering sector location winchester southampton basingstoke fareham portsmouth salary bonus ote depending level experience sector ad engineering,  Engineering
00023,  validation technician electrically bias gxp,  69082733,  PPM,  validation technician electrical bias gxp upto london electrically bias multi skilled maintenance validation engineer full working knowledge gxp process experienced multi skilled maintenance engineer edition electrical qualification role involve working part existing maintenance team carrying planned preventative maintenance ppm reactive maintenance validation site electrical system machinery role require gxp process knowledge edition electrical qualification experienced electrical mechanical engineering apply send cv wright,  Engineering
00024,  tig welder,  68591444,  Resourcing Solutions Ltd,  resourcing solution require tig welder work stainless steel pipe plate material ranging mm considered role coded standard capable mig welding experience industrial work expected work hour day return receive competitive rate company information call jason apply online,  Engineering
00025,  hvac maintenance engineer central london days,  72198584,  UKStaffsearch,  maintenance hvac engineer central london day large fm provider vacancy arisen leading maintenance service provider uk hvac maintenance technician work responsible carry planned preventative maintenance repair high class multi office building based central london ideal candidate sufficient knowledge mechanical system heating ventilation ac water system added bonus good knowledge electrical system working day mon fri day shift basis covering hour salary offered company benefit training natural progression route candidate requirement equivalent mechanical ac engineering fgas highly desirable edition similar highly desirable full track record building maintenance essential application candidate age candidate eligible live work uk,  Engineering
00026,  oman technical sales global company,  72442494,  NonStop Recruitment Ltd,  exciting opportunity make move abroad thinking position experienced technical sale person work global company based diverse beautiful location oman rare exciting opportunity join team globally recognised company sale engineer role based oman lovely country middle east giving fantastic opportunity experience culture working environment role building relationship existing building customer providing product service power industry opportunity travel area involved face face deal client seeking experienced sale engineer experience mechanical electrical industry good english written spoken skill experience technical sale experience dealing generator advantageous candidate considered fantastic opportunity work reputable company taking exciting step working living abroad apply today job originally posted www totaljobs jobseeking job,  Engineering
00027,  security service engineer,  69007802,  Proactive Careers,  security service engineer chance learn av fire electronic security engineer area earn excellent overtime salary earnings overtime call benefit company vehicle pension good earnings work area call steven eley proactive career fire security security system service engineer fire security engineer opportunity company hiring security service engineer exclusive recruiter apply confidence interviewing fire security service engineer job call client deal include end quality residential premise bed house multi residence apartment small large commercial building office servicing maintaining security system area fire alarm company engineer offer training advance skill good engineer trainee hardworking service engineer cctv access control door entry intruder fire alarm maintenance fault finding servicing experience service engineer based south east preferably inside berkshire north hampshire surrey hertfordshire south buckinghamshire essex north kent north sussex middlesex london good location trainee serviced maintained electronic security system good fire alarm engineer fire alarm service engineer service security system security service engineer service cctv access control door entry intruder apply asap engineer position building team apply recommend pas security service engineer fire security engineer preferable experience galaxy system contact asap earn excellent call rate car overtime learning county town area live include home county area south east london essex sussex surrey middlesex hertfordshire buckinghamshire berkshire bedfordshire town romford croydon harrow burgess hill bracknell slough watford hatfield sutton hemel hempstead ealing enfield woking redhill london city east london south london west east london north london commutable location south east london area fire security consultant steve eley proactive career proactive recruiter fire security specialist finding interviewing testing fire security engineer supporting staff uk apply asap service engineer electronic security system intruder control cctv system acting employment agency fill permanent job client,  Engineering
00028,  toolmaker plastics injection moulding,  68217095,  ETS Technical,  position arisen toolmaker reputable multinational precision injection moulding company reporting team leader responsible service customer owned injection mould tooling planned preventative maintenance repair existing mould tool carry development modification mould tool ensure production schedule completed time considered role experienced similar role industry time served similar role industry familiar design mould tool related equipment team player additionally possess bench work skill high level accuracy relevant qualification training considered preferably hnc level benefit include day annual leave statutory day life insurance excellent career personal development opportunity,  Engineering
00029,  operations manager asset manager capex manager,  72485443,  Lanesra Technical Recruitment Limited,  operation manager capex manager asset manager location edinburgh salary pa pa negotiable excellent benefit client leading provider comprehensive water wastewater service industrial customer exciting opportunity capex manager operation asset manager provide lead support function development management promotion capital expenditure operation project key responsibility safe efficient maintenance regime project site avse north site deliver efficient commercially compliant maintenance regime waste water operational site asset focusing primarily waste water performance member pfi senior leadership team accountability project commercial operation part pfi senior leadership team accountable delivery financial contract circa north avse control opex capex requirement hold accountability maintenance budget circa north avse support development lead element implementation project strategy member senior leadership team pfi project play key role optimisation service delivery increased contract profitability lead accountable autonomous business unit responsibility performance function activity deliver budgeted output standard support interact required daytoday relationship glen water key stakeholder develop strong inclusive relationship regulator principal responsibility drive incident culture based fundamental belief incident work part veolia water scotland leadership team define vision purpose strategy provide input veolia water scotland business plan strategy lead motivate pfi team deliver business plan target manage client stakeholder interface meet target build manage improve relationship key stakeholder ensure adherence veolia water policy standard supervisory responsibility maintenance unit controller ica engineer capital engineer approximately employee budgetary responsibility circa opex capex circa skill knowledge experience ability maintain complex waste water treatment familiarity operation matrix management organisation team leader build high performing team develop people realise full potential encourages innovation identifies opportunity continuous improvement practice broad operational maintenance knowledge qualification senior leadership experience related area previous budgetary responsibility similar size degree qualification engineering discipline member institute asset management preferable,  Engineering
00030,  senior electrical engineer plymouth,  72351795,  Penguin Recruitment Ltd,  senior electrical engineer plymouth ref salary largest renowned firm kind client pride wealth knowledge indepth understanding industry reputation unique solution design client continually striving stay forefront modern technology employee expect work open honest friendly environment teamwork knowledge contribution actively encouraged client enthusiastic individual join team suitable qualification educated degree level electrical engineering similar relevant discipline actively working chartered status comprehensive understanding building service engineering strong communication skill written verbal work part team duty working alongside executive electrical engineer successful candidate expected brief support produce design wide variety project quickly respond client passion order deliver client expectation order maintain high level quality professionalism experience suitable candidate previous experience design relevant electrical system fire detection lighting design security control building management system ideally candidate previous experience working building service sustainability sector reward benefit client offering highly competitive start salary healthy benefit package including contributory pension scheme private health care permanent health insurance comprehensive flexible benefit scheme discus vacancy position environmental sector hesitate contact mikaela email cv mikaela uk back,  Engineering
00031,  design engineer,  72690576,  STR,  design engineer gainsborough flexible benefit leading supplier design manufactured product seeking design engineer work close team ideally knowledge design manufacture cad package sheet metal knowledge tig mig welding method sheet metal requirement produce manufacturing drawing component responsibility product design produce design plan line process produce general arrangement drawing largely fitting instruction produce proposal drawing customer support quotation produce detailed design include tool drawing education hnc degree mechanical engineering similar experience cad package catia proe appreciation sheet metal forming position hold salary day holiday statutory day pension scheme month opportunity commutable scunthorpe lincoln doncaster gainsborough mansfield north east keywords design engineer mechanical design product design cad sheet metal engineering engineer,  Engineering
00032,  cnc machinist,  72452403,  Luton Bennett Limited,  cnc machinist miller hour overtime contributory pension bonus excellent working hour life assurance employee benefit scheme bournemouth dorset cnc machinist milling experience required permanent basis international aerospace company great chance join stable professional company company boast range modern cnc machine invested company recent year largest manufacturing site uk position set grow additional investment planned added headcount role permanent night shift monday thursday pm pm machining aircraft component generated engineering model customer specification aluminium titanium metal required utilising axis machine tool applicant familiar fanuc mazak mazatrol siemens heidenhain machine role machining aircraft component generated engineering model prescribed customer specification aluminium titanium metal required utilising axis machine tool setting fixture variety machine tool liaising team leader production manager colleague component change assisting colleague resolve problem machining minimum supervision escalation problem team leader manager housekeeping maintenance working environment keeping area free working practice read mechanical engineering drawing person needed good experience operating setting cnc milling machine minimum year preferably axis machining aerospace automotive industry job originally posted www totaljobs jobseeking job,  Engineering
00033,  global field services manager,  69249326,  Matchtech Group plc.,  introduction matchtech recruiting field service manager experience managing global scale oil gas sector position include worldwide travel important aftermarket global experience job job title global aftermarket field service manager job description responsible global operation custom process system field service business includes responsibility development implementation strategic plan maximize service related business opportunity global basis maximizing worldwide cps field service personnel incumbent work closely region aftermarket head regional sale marketing project management procurement manufacturing personnel order develop promote cps service business maximizing customer satisfaction incumbent maintain continuous knowledge awareness cps market service requirement continuous awareness competitor service program principal accountability develop maintain good working relationship region aftermarket head seeking local knowledge input involvement defined global plan initiative develop implement global cps field service business plan promotes enhances cps global service opportunity includes strategic planning short long range business planning prepare annual budget incl booking sale revenue cost business plan responsible taking timely action ensure achievement business plan whilst working agreed annual budget develop maintain effective staff highly trained competent amp professional field service technician engineer capable providing high quality service customer located world develop maintain efficient effective standard global work process procedure serf assigned region based serve member warranty committee providing feedback recommendation field issue responsible international field service training pricing margin strategy marketplace condition requirement business objective maintain continuous awareness marketplace service requirement develop cps field service business program satisfy requirement responsible working peer company employee needed availability high quality tool equipment ppe required field service personnel order work safely time whilst delivering high quality service provide maintain service required customer hour day week annual basis ensure service work performed safe taking prior step ensure reporting incumbent report directly aftermarket custom process system job requirement qualification previous experience managing global international field service business oil gas market recognized degree engineering related subject apply position candidate eligible live work uk,  Engineering
00034,  mechanical fitter,  69250944,  Rullion Engineering Ltd,  mechanical fitter mechanical fitter hvac experience required work long term contract large transportation company based manchester client people experience working rail industry specifically rolling stock people hgv aircraft air conditioning vehicle experience required work hour week monday friday hour shift pay rate role hour umbrella company start immediately contract run previous experience working hvac essential role applicant city guild level award basic mobile air conditioning diagnosis repair mobile air conditioning climate control system city guild level certificate mobile air conditioning system reporting production manager senior team member servicing maintaining repairing locomotive hvac unit specification team ensure traction rolling stock serviced maintained safe efficient cost effective manner whilst constantly seeking improve quality required build railway equipment assembly line drawing process specification operate member work team role work team requires participate company initiative engaged continuous improvement activity submit problem sheet detail solution problem issue work undertaken provide job training experienced colleague requested maintain good housekeeping working area key skill requirement role include timeserved apprenticeship relevant discipline city guild level award basic mobile air conditioning city guild level certificate mobile air conditioning system solid experience hvac product act member multidisciplined team developed analytical problem solving skill strong interpersonal skill work initiative required good judgement decisionmaking capability,  Engineering
00035,  helpdesk administrator,  71631421,  PRS,  pr established hvac total facility management building service industry past year specialising recruitment engineering commercial staff sector commercial administrator desk operator assistant facility coordinator manager pa finance assistant fm building service market client base long standing client customer relation impressive portfolio client ranging small niche market organisation multi national blue chip house hold organisation role specialist constantly requirement administrator desk operator concept knowledge past experience working desk management package security clearance sought client base interested talking bright keen positive administrative personnel excellent presentation communication computer skill train work friendly enjoyable market interested send current date cv call discus opportunity assist securing challenging role client temporary permanent vacancy,  Engineering
00036,  requirements engineer,  72630989,  UKStaffsearch,  requirement engineer role support production team process managing time controlling requirement western wale infrastructure project work managing requirement team demonstrate project verified design validated construction remit supporting management route requirement design phase programme provide project technical contract providing design construction testing controlling route requirement analysis undertaken identify gap project route requirement providing client clear position responsible change control providing cost client project extensive relevant experience railway engineering good understanding specification validation verification major railway scheme coupled understanding uk railway industry structure relationship demonstrable experience requirement management requirement management tool process production specification experienced major multidisciplinary project confident client configuration management time knowledgeable experienced management deviation standard client national rail company project south west wale support introduction rolling stock uk network client started programme existing route part programme great western paddington swansea integral part infrastructure team rewarded chance develop long rewarding career company offering career path opportunity client belief investing staff effectively training developing skill set expect competitive salary benefit including generous annual leave package discount rail ticket fusion people committed promoting equal opportunity people age gender religion belief race sexuality disability operate employment agency employment business,  Engineering
00037,  electronics hardware engineer digital analogue design,  55409704,  Informatiq Consulting,  electronic engineer digital analogue design location hertfordshire salary ben doe talented electronic engineer required impressive global equipment manufacturer hertfordshire reporting engineering manager responsible full lifecycle hardware design low power hv handheld equipment defence security project joining small team talented design engineer involved aspect product design incl circuit design hv equipment position suit talented engineer designed product meet strict safety regulation proven background technically minded develop career handson role engineer aspire project manager proven electronic hardware engineer expertise digital analogue design experience mixed signal pcb layout experience relevant design tool designer orcad mentor similar training converter knowledge rf technology desirable emc safety testing desirable security short notice fill meet opportunity grow career genuine global brand apply,  Engineering
00038,  cnc lathe setter operator,  69551029,  Coltech Precision Engineering Limited,  cnc lathe setter operator ability programme advantage skilled regular hour pm monday friday overtime lunch break situated sheffield good parking facility,  Engineering
00039,  mig welders temp perm january start,  69079778,  Forde Recruitment Ltd,  mig welder required doncaster temp perm position regular day recruiting mig welder position doncaster area start january duty include mig welding work small medium item previous mig welding experience essential ability read drawing advantage essential candidate required attend weld test check suitability role,  Engineering
00040,  software engineer,  70677481,  Technical Resources Limited,  software engineer manchester client keen software engineer join team manchester role responsibility develop maintain window based cctv control software system net development process broken area researching technology concept idea process planning managing design implementation testing producing documentation installation engineer endusers interacting party development partner provide inhouse customer support respect software experience required net programming experience beneficial essential game programming qualification degree ood oop uml wcf tcp ip comms sql interested role relevant experience forward date cv consideration,  Engineering
00041,  associate quantity surveyor residential,  72662930,  Cobalt Recruitment,  associate quantity surveyor residential uk based cost consultancy operation uk europe top level associate quantity surveyor based head office london charge residential quantity surveying team reporting partner lead business unit working high end residential large scale residential development mix key responsibility leading cost management team major project client liaison client presentation fee proposal cost management service leading cost commercial management assignment including preparation cost estimate based varying level design documentation preparing budget order estimate detailed cost plan stage refurbishment build project providing cost advice client generally attending client project meeting preparing tender contract documentation business development helping promote business highest standard managing developing team including mentoring rics chartership considered relevant quantity surveying degree equivalent previous experience working project high end residential large scale development prior team leader management experience history delivering workload timely manner detail focused good time management previous business development experience excellent verbal written communication skill position offer strong salary good benefit forwardthinking friendly work environment apply online require information role contact matt call,  Engineering
00042,  nuclear safety engineers gloucester warrington,  72441022,  Gold Group Ltd.,  nuclear safety engineer gloucester warrington growing nationwide consultancy technical nuclear safety engineer work south west ideal candidate year experience working similar role important part organisation growth nuclear sector job description nuclear safety engineer level experience senior engineer consultant senior consultant proven track record nuclear defence energy industry requirement successful candidate degree relevant discipline proven track record detailed knowledge number area safety management system development safety management planning safety case development safety risk assessment safety assessment nuclear safety legislation regulation policy engineering isa desire technical leadership project management responsibility assigned safety consultancy project senior role involve supervision coaching mentoring staff find similar opportunity apply today advert posted gold group uk's leading niche recruitment consultancy span variety specialist industry recruitment company find career opportunity pride commitment candidate ethos finding role person visit website touch today discus role find chat state industry service advertised gold group agency employment business job originally posted www totaljobs jobseeking job,  Engineering
00043,  underfloor heating sales technical manager uk,  69083316,  Alecto Recruitment,  heating sale leading renewable organisation key member team continue expand apply role forward cv mike alecto recruitment url removed follow twitter,  Engineering
00044,  senior structural engineer,  72405497,  Energi Recruitment Services Ltd,  senior structural engineer contract start medium sized firm consulting engineer south east london recruit senior structural engineer month contract basis duty include attending client meeting designing steel working british junior member staff technician project include residential commercial retail healthcare building project start rate depending experience expected send application,  Engineering
00045,  project manager residential development london,  72427959,  redfish solutions ltd,  client highly successful london based construction contractor specialising private social housing sector workload increasing month month project manager join existing team project manager based project large development east london site project mix build social private apartment retail unit infrastructure project site month project manager join team manager responsible set amount unit responsible managing site team section report project director project private development south london role responsibility successful project manager minimum year experience similar role working recognised uk contractor developer medium large scale development live commutable distance london information apply cv current salary,  Engineering
00046,  controls engineer automation engineer fmcg,  70607796,  Proactive Technical Recruitment Ltd,  client part worldwide association independent pharmaceutical company developing vital drug half century due rapid expansion control instrument technician join team cambridge broad purpose job responsible management information technology controlled production engineering service equipment specific duty manage control implementation upgrade equipment control system develop initiate control system disaster recovery procedure responsible disaster recovery system ensuring information technology controlled equipment backed identify area business reliability impacted obsolescence failure control system derive solution area business reliability impacted obsolescence failure control system endeavour provide innovative solution continuous improvement driven task train develop fault finding skill maintenance electrician equipment control system internal consultant matter equipment control system develop control standard part good engineering practise ensure respect control system identify area business benefit implementation control technology project engineering duty support engineering project department installation equipment control system support engineering project department modification equipment control system support qa validation engineer validation equipment control system support qa validation engineer validation modified equipment control system participate pre delivery inspection factory acceptance test design qualification vendor audit vendor selection required duty liaise closely equipment supplier resolve control issue ensure equipment control system compliant latest health safety requirement provide resource design construction bespoke control system critical asset carry reasonable task requested asset reliability manager essential skill siemens experience experience frequency experience profibus ethernet experience editing programming hmi wincc wincc flexible day role monday friday salary benefit apply position call gary apply online email cv email,  Engineering
00047,  technical sales manager scotland located,  72443521,  Prospero Recruitment,  leading av integrator quality reputation good service opening appointment experienced technical sale person candidate audio visual experience technical capacity engineer sale av looked successful candidate work industry leading sale director grow expand company portfolio service contract project technical system experience include video conference control system solid career offer generous basic commission job originally posted www totaljobs jobseeking job,  Engineering
00048,  senior developer,  72395002,  Oho Group,  senior software engineer paytv client world leader manufacture set top box paytv software solution seeking experienced software senior software engineer paytv client world leader manufacture set top box paytv software solution seeking experienced software engineer join rapidly growing team adding worldwide reputation innovation technical excellence passionate developer strong understanding electronics embedded environment depth knowledge embedded linux multithreaded application real time operating system ideal candidate skill highly experienced development strong knowledge embedded experience rtos multi process multithreaded application embedded linux experience dvb iptv good knowledge set top box technology highly desirable dvs mpeg pvr dvr hdtv dvb great opportunity join exciting dynamic forward thinking technology company sound send cv apply aptrack review keywords embedded embedded rtos linux dvb iptv embedded linux multithreaded dvs mpeg pvr dvr hdtv dvb,  Engineering
00049,  field sales executive thames valley ote uncapped,  72531481,  OPENTABLE INTERNATIONAL LTD,  salary basic ote uncapped commission location ideal candidate located thames valley area oxford reading department sale restaurant relation report uk area manager offer competitive base salary uncapped commission guaranteed commission amount month opentable leading provider free online restaurant reservation diner computerised reservation book guest management solution restaurant opentable restaurant customer globally inception million diner world company headquartered san california opentable service united state canada germany japan united kingdom opentable owns operates uk leading restaurant reservation site united kingdom vibrant office shoreditch london offer exciting environment fastpaced fun growing industry description reporting uk area manager business development position responsible generating revenue selling opentable technology solution restaurant assigned territory account executive develop sale plan prospect assess prospect audit existing prospect process identify opportunity improvement opentable solution sell opentable product prospective restaurant articulating solution meet improve business process accomplished cold calling secure appointment consultative selling group presentation expected meet monthly quarterly annual sale objective desired experience approximately year field sale experience proven track record meeting exceeding sale target prior knowledge sale assigned territory knowledge restaurant operation marketing education preferred essential requirement competitive tenacious enthusiastic resultsdriven excellent timemanagement organisational skill understand opentable product pricing competitive offering articulate product benefit manner meaningful customer possess excellent written oral communication skill proven negotiation decisionmaking ability selfmotivated ability perform pressure challenging goal deadline entrepreneurial startup environment benefit addition dynamic fun environment strong focus social aspect work place restaurant competitive salary offer comprehensive benefit package pension life assurance group income protection private medical insurance dental insurance buy subsidised gym membership childcare voucher opentable equal opportunity employer apply role send cv email covering note salary expectation experience sale customer service field sale business business sale account management sale front house restaurant area sale restaurant manager account executive technology sale cross selling restaurant general manager selling software sale hospitality hotel leisure sale booking reservation sale restaurant operation account management business development,  Engineering
00050,  materials manager stores,  69557422,  Rise Technical Recruitment Ltd,  senior material store manager experience manufacturing background work marketleading company offer training progression material manager store peterborough bupa pension life assurance day holiday senior material store manager experience manufacturing background work marketleading company offer training progression offer fully autonomous role responsible material booking storage movement site order meet customer requirement reputable company design manufacture install capital equipment covering huge variety material industry core business food industry role represents excellent opportunity material store manager manufacturing background join growing company offer ongoing training progression role manage site material movement booking actively manage store expediting operation monitor quality issue order continually improve process assist implementing process change initiative cost achieving performance improvement target person sound knowledge material management process technique manufacturing background working knowledge stock management system material store production manufacturing manager management store system erp engineering engineer peterborough,  Engineering
00051,  business project manager london insurance,  68544610,  Matchtech Group plc.,  introduction business project manager insurance sector central london pound bonus benefit equivalent qualified business project manager extensive stakeholder management experience london insurance sector important apmp equivalent business change project manager project management london insurance full lifecycle job business project manager required london work leading corporate paying pound bonus benefit responsibility manage full lifecycle quality improvement project business process compliance control heavily customer facing role responsible improving operating efficiency distribution channel internationally implementing enhanced service tool standard initial phase project lot time spent client site senior stakeholder gathering information presenting finding delivering significant project complete lifecycle applying project management tool methodology contribute analysis deployment work analysing requirement proposing process ongoing liaison project stakeholder ensure time quality project controlled manage project risk issue project ownership bring project back track liaise coordinate activity party involved project plan schedule track project timeline milestone tool conduct post implementation review recommend improvement facilitate workshop develop project plan communication document experience required business project manager experience leading project london insurance sector apmp project management qualification extensive stakeholder management experience facetoface ideally business analysis background uptodate insurance sector market knowledge benefit role attracts excellent starting salary circa pound pound extensive benefit including bonus healthcare pension life assurance day holiday superb training learning development apply position candidate eligible live work uk,  Engineering
00052,  technical tools specialist,  66506073,  Zenith Resources,  client global oilfield service company specialising drilling service year experience require additional technical tool specialist applicant year offshore experience salary approx offshore allowance successful candidate work workshop offshore ad hoc basis job based dyce aberdeen office move blackburn,  Engineering
00053,  care manager,  69848827,  Matchtech Group plc.,  introduction client domiciliary care provider high standard strong view customer service real caring value important working nvq care equivalent job successful candidate responsible efficient running business managing admin team care worker dealing customer care worker sole responsibility recruitment management care staff care staff satisfy business job description accountable director shareholder business responsible legal ethical running daytoday business achievement sale target delivery budget work agreed budget ensure profitability business ultimate responsibility staff manage recruitment effective development care staff ensure successful operation quality control system implementation complaint procedure participate growth development business locally marketing exercise preparing information invoicing payroll oncall duty part team rota basis job specification essential management experience service provision care profession working nvq care equivalent desirable experience business management experience domiciliary care sector computer literate apply position candidate eligible live work uk,  Engineering
00054,  peiriannydd gweithgynhyrchu,  72564385,  Unknown,  cydrannau cwsmeriaid gan rhaglennu rhaglenni cydrannau amrywiol ar cnc cwsmeriaid gosodiadau amrywiol gan fel model rhaglennu ac rhan fel set rhaglenni lleihau ar cnc yn draw lleihau gosodiadau rhaglenni ein rhan yn catia,  Engineering
00055,  operations engineer aberdeen global service company,  67753890,  Progressive Recruitment,  progressive global energy operation engineer join global oil gas service company aberdeen permanent basis role involve planning managing subsea surface installation work intervention part result previous experience subsea surface equipment essential result responsibility include limited managing schedule operational procedure coordinating conjunction field service supervision identifying equipment tooling personnel role work company global leader field expertise technical expert existing personnel interested position information forward latest cv laura progressive global energy call office speak forward hearing progressive global energy natural resource proud member,  Engineering
00056,  senior lead engineer leicestershire,  72442746,  FMC Global Talent,  senior lead engineer leicestershire company working world leader design manufacture access lifting equipment client operation world sell access life equipment continent manufacturing plant europe market share increase market share uk opened test development engineering centre excellence leicestershire leicestershire site developing fast people year ago expected june offer great career opportunity locally internationally candidate challenge support growth exciting project role client seeking senior lead engineer make move project management senior project engineer view develop project engineer role time complex project leading full product development responsibility include making recommendation capital improvement supplying sufficient evidence research study develop technology improved product communicating team member supplier internal external customer effectively create maintain project documentation perform engineering analysis ensure requirement met prepare technical proposal quotation report presentation requirement bachelor's degree mechanical engineering general engineering year experience minimum highway automotive similar industry preferred qualification personal skill experience high level cad system proe experience project management possess strong mechanical knowledge vehicle related system good understanding function business purchasing manufacturing accounting marketing green belt certified good working knowledge sigma related tool excellent m office m project visio experience automotive equipment preferred information contact sophie sophie job originally posted www totaljobs jobseeking leicestershire job,  Engineering
00057,  senior production technologist malaysia,  70207759,  Evolution Recruitment Solutions Pte Ltd,  client major oil operator malaysia senior technologist provide technical production technology expertise satellite team focus satellite project bachelor degree petroleum engineering equivalent minimum yr production technology experience oil gas management field development planning strong conceptual design skill subsea system experience managing reservoir risk experience project advantage,  Engineering
00058,  workshop service engineer,  72690861,  Head Office,  skilled experienced diesel engine service engineer seeking commissioning engineer large diesel gas system marine offshore based application mechanical electrical excellent benefit,  Engineering
00059,  development manager citizens advice network,  69501426,  CITIZENS ADVICE,  citizen advice service help people resolve legal money problem providing information advice influencing national citizen advice work close partnership bureau ensure effective high quality service exciting opportunity work network development manager manage relationship number bureau citizen advice network assist continuing work develop strong sustainable network citizen advice helping bureau planning development working national team network development manager supporting strategic development bureau network delivering work bureau citizen advice including national initiative opportunity proven ability management role responsibility financial human resource strategic planning organisational development service delivery possess strong analytical skill ability solve problem project management approach successful implementation solution citizen advice value diversity promotes equality challenge encourage application people background application disabled black ethnic people represented workforce location nottingham office home working ability work nottinghamshire cambridgeshire leicestershire apply visit http www org uk ca,  Engineering
00060,  cnc programmer setter turner,  67949291,  Prime Time GS Northampton,  cnc programmer setter turner full time permanent pa day shift daventry opportunity long established precision engineering specialist involved production engineered part including high performance car commercial vehicle rail renewable energy aerospace application tasked programming fanuc control setting tool data precision machining required working wide range cnc lathe additionally responsible proof machining component running machine inspecting part produced working tight tolerance produce high quality component customer drawing sample part working small batch production speed flexibility important keeping machine considered position experience gained similar role programming setting operating cnc lathe experience fanuc control essential good attention detail organised approach working minimum supervision excellent communication skill key apply forward cv attention andrew,  Engineering
